"MasterRecordID","RecordID","DirectoryNumber","PubDate","DisplayName","BusinessName","CorporateName","StreetNum","PreDir","StreetName","StreetSuffix","PostDir","UnitDesig","SecNumber","CityName","StateCode","ZIP","ZIP4","Phone","PhoneCode","MailSuppression","NoSolicitation","PhoneSuppression","MSA","WebAddress","AdultContentFlag","SecondaryPhoneNumber","SecondaryPhoneNumberCode","EmailAddress","AdType","AdSize","CreditCardsAccepted","FreeCode","HoursofOperation","Language","DiscountCode","DeliveryCode","YearStarted","YearsInBus","Directions","Slogans","Products","ProductsSynonyms","Brands","BrandsSynonyms","Trademark","Services","ServicesSynonyms","Models","ModelsSynonyms","Specialties","SpecialtiesSynonyms","ProgramsOffered","ProgramsOfferedSynonyms","ProductFeatures","ProductFeaturesSynonyms","ServiceFeatures","ServiceFeaturesSynonyms","LocationFeatures","LocationFeaturesSynonyms","GroupsServed","GroupsServedSynonyms","IndustryType","IndustryTypeSynonyms","SpecialConsiderations","SpecialConsiderationsSynonyms","SpecialHours","SpecialHoursSynonyms","OrderingMethods","OrderingMethodsSynonyms","ProfessionalsOnStaff","ProfessionalsOnStaffSynonyms","PaymentMode","PaymentModeSynonyms","Associations","AssociationsSynonyms","Certifications","CertificationsSynonyms","GeneralContent","GeneralContentSynonyms","BusinessLink","PrimaryBusinessClassificationFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","Fax","AgeOfRecord","AddressPrivacyFlag","ServiceArea","ChainID","CBSA","ActualSalesAmount","MailingAddress","MailingCity","MailingState","MailingZipCode","LandmarkAddress","LandmarkCity","LandmarkState","LandmarkZipCode","FranchiseChain","TollFree","Financing","GoogleCheckout","Invoice","LongLocalWebaddress","MenuLink","CouponLink","TwitterLink","LinkedInLink","FacebookLink","AlternateSocialLink","YouTubeVideoLink","LogoLink","Pinterest","Keywords","BusinessMobileNumber","CallTrackingNumber","ParkingOptions","ValidationOptions","ProfessionalAssociations","ATM","AlternativeBusinessName","AnchorHostBusiness","UnofficialLandmark","PriceRange","Reservations","BanquetMeetingRooms","RestaurantBarTypes","DressCode","ShuttleService","FreeInternet","InternetAccess","FoodCourt","ParkPermitRequired","EquipmentRentals","LodgingCampgrounds","LiveEntertainment","SmokingPreference","ZagatRating","GiftShop","PresenceofECommerce","GreenCompanyIndicator","SeasonalHours","CreditRating","Fortune_500_Flag","BusinessHours","Contact_First_Name","Contact_Last_Name","Contact_Title","Contact_Gender","VerificationFlag","DPBC","CRRT","EmployeeSizeRange","Ethnicity","Number_of_PCs","SalesVolume","SquareFootage"
"MA04893559","A8I0525254","533069","201509","","BEVERLY INSURANCE BROKERAGE","","100","","CUMMINGS","CTR","","STE","106N","BEVERLY","MA","01915","6105","9785248501","P","","","Y","","BEVERLYINS.COM","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510091311414","I","124270","037550","","","","","63990300","63510105","","","","","5241280500","5241300202","","","","","15040000","15040801","","","","","","20100818","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MICHAEL","OBRIEN","OWNER","M","V","840","C047","","","","A",""
"MR35598316","A8I0526460","533069","201509","","MATCH COLLECTION","","723","","HALE","ST","","","","BEVERLY","MA","01915","2138","9789221790","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510140559951","I","055400","055501","","","","","56210000","56510000","","","","","4481200000","4481400000","","","","","25181300","25183000","25180800","","","","","20101102","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","235","C033","","","","",""
"MR34289891","A8Q0084571","533891","201509","","BIO PROCESS TECHNOLOGY CONSULTANTS","","12","","GILL","ST","","STE","5450","WOBURN","MA","01801","1769","7812812701","P","","","","","","","7812812709","P","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510163766311","I","078392","","","","","","87489000","","","","","","5416181600","","","","","","11101300","","","","","","","20100826","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","502","C064","","","","",""
"MR35872581","A8Q0087845","701609","201509","","RENTALS UNLIMITED","","4","","ARROW","DR","","","","WOBURN","MA","01801","2040","7815692700","P","","","","","","","7815690933","P","","3","","","","","","","","","","","","TOOLS","","","","","RENTAL & LEASING|TOOL RENTAL","EQUIPMENT RENTAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016339291","S","193170","236970","236950","236550","086280","","73590427","52510123","76991000","","","","5324200000","5324900513","4441300203","8113101600","5323100000","","25160000","13026907","13023200","25450100","19260000","","","20100826","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","040","C014","","","","",""
"MR35926387","A8Q0144622","533069","201509","","EATON APOTHECARY","","100","","CUMMINGS","CTR","","STE","113A","BEVERLY","MA","01915","6229","9789222300","P","","","Y","","EATONAPOTHECARY.COM","","9789222339","P","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262487ATTR:DELIVERY|PHARMACIES/DRUG STORES|VACCINATIONS","","2510183032596","S","262487","","","","","","59120900","","","","","","4461100900","","","","","","18050700","","","","","","","20100826","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","311","C047","","","","",""
"MR35939266","A920112471","533069","201509","","ROSES AND THISTLE","","26","","WEST","ST","","","","BEVERLY","MA","01915","2226","7816312900","P","","","","","","","9789222021","P","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510165917588","I","095380","","","","","","59920000","","","","","","4531100000","","","","","","25070200","","","","","","","20100902","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","264","C034","","","","A",""
"MR35777592","A920113736","533069","201509","","NEW ENGLAND CLAIMS SERVICE IN","","131","","DODGE","ST","","STE","6","BEVERLY","MA","01915","1861","9789273000","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510166289832","I","010930","125110","","","","","64110100","","","","","","5242910100","5242980100","","","","","15050200","","","","","","","20101020","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","062","C019","","","","",""
"MR35928853","A980056522","533891","201509","","BOSTON MEN HRT MD","","400","W","CUMMINGS","PARK","","","","WOBURN","MA","01801","6519","7812811310","PU","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510181449677","I","235350","","","","","","76991314","","","","","","8113101808","","","","","","11223400","","","","","","","20100908","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HRT","MEN","","U","V","991","C036","","","","",""
"MR35781848","A980056882","701632","201509","","NEW PRO NAIL SPA INC","","99","","COMMERCE","WAY","","","","WOBURN","MA","01801","5199","7819335770","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510167286698","I","155540","","","","","","72310114","","","","","","8121130101","","","","","","22080202","22080900","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","998","C017","","","","",""
"MR35780925","A980057353","533891","201509","","BIORX LLC","","266","W","CUMMINGS","PARK","","","","WOBURN","MA","01801","6346","7812871500","PU","","","","","","","7819335339","P","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510184681552","I","262487","","","","","","59120900","","","","","","4461100900","","","","","","18050700","","","","","","","20100908","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","669","C058","","","","",""
"MA05022526","A980057390","533891","201509","","BERNARD L DONOHUE III CPA","","8","","CEDAR","ST","","","","WOBURN","MA","01801","7246","7815690070","P","","","","","BLD-CPA.COM","","","","","3","","","","","","","","2002","013","","","","","","","","ACCOUNTING|FORECASTING SERVICES|REVIEWS & COMPILATIONS|TAX RETURN PREPARATION","BOOKKEEPING|GENERAL LEDGER|INCOME TAXES|PROJECTIONS|RECORD KEEPING|STRATEGIC PLANNING","","","ESTATE PLANNING & TRUSTS|MEDICAL","ESTATE ADMINISTRATION","","","","","","","","","","","","","","","","","","","","","","","","","","","BUSINESS PLANNING|PAYROLL SERVICES|TAX PREPARATION|010280ATTR:BOOKKEEPING|010311ATTR:BOOKKEEPING","","2510142241463","I","146120","010280","","","","","50479925","87210500","","","","","4461990523","5412110300","","","","","18042201","15010000","","","","","","20100908","","","","14460","196000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","BERNARD","III","CPA","M","V","993","C058","A","","","A","A"
"MR35763136","A980058193","533891","201509","","MID ISLAND MORTGAGE-MA","","400","W","CUMMINGS","PARK","","STE","5800","WOBURN","MA","01801","6526","7812810244","PU","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510165949981","I","262136","","","","","","80930100","83221600","","","","","6214200100","6214200400","","","","","18013300","18014700","","","","","","20100908","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","506","C036","","","","",""
"MR35837295","A980058904","","201509","","HEARTHSTONE ALZHEIMER CARE","","130","","NEW BOSTON","ST","","STE","103","WOBURN","MA","01801","6276","7813057100","P","","","","","THEHEARTH.ORG","","781674288478193203507819388765","PPL","","","","","","","","","","2015","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510167388875","S","197250","197380","091380","","","","65130200","62820105","62820200","","","","5311100200","5239200103","5239200200","","","","24021902","15060105","15060200","","","","7819388765","20120917","","","","14460","2495000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","HEATHER","SPANGLER","EXECUTIVE DIRECTOR","F","T","289","C064","D","","B","D","D"
"MA05392368","A9F0377182","702344","201509","","ROSSINO PLUMBING & DRAIN CLEANING","","","","PO BOX 2092","","","","","WOBURN","MA","01888","0192","7812463100","P","","","","","","","7819422545","P","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510139648975","S","179800","180210","179860","","","","17111001","17111009","","","","","2382200901","2382200907","","","","","13011200","13019602","11221300","","","","","20100915","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","MARK","ROSSINO","PRESIDENT","M","V","922","B001","D","","","D",""
"MR35797955","A9L0087445","533891","201509","","TEACHING AND LEARNING ALLIANCE INC","","800","W","CUMMINGS","PARK","","STE","5900","WOBURN","MA","01801","6250","7813053620","PU","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510166008967","I","176130","","","","","","82310122","","","","","","5191200121","","","","","","12010721","","","","","","","20100921","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","755","C058","","","","",""
"MR35910402","A9L0163330","533069","201509","","GET IN SHAPE FOR WOMEN","","131","","DODGE","ST","","STE","10","BEVERLY","MA","01915","1861","9789693131","P","","","Y","","GETINSHAPEFORWOMEN.COM","","","","","3","","MV","","","","","","2013","002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","087060ATTR:FITNESS TRAINING|113310ATTR:PERSONAL TRAINING|EXERCISE & PHYSICAL FITNESS PROGRAMS|HEALTH, FITNESS, & ATHLETIC CLUBS|PERSONAL TRAINERS","","2510166797492","S","113310","253171","087060","","","","79910400","72990113","79910202","","","","7139400300","8121910101","7139400202","","","","22040105","22040401","22040200","","","","","20100921","","","05110","14460","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","PAUL","FATH","MANAGER","M","V","107","C019","A","","","A",""
"MR35926390","A9L0164949","533069","201509","","RADIKAL THERAPEUTICS INC","","100","","CUMMINGS","CTR","","STE","412G","BEVERLY","MA","01915","6101","9789693195","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510167077776","I","253171","112470","087060","","","","72990113","54990200","79910202","","","","8121910101","4461910100","7139400202","","","","22040401","25181400","22040200","","","","","20100921","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","277","C047","","","","",""
"MR36006440","A9L0166000","533069","201509","","HAITI PROJECT INC","","136","","RANTOUL","ST","","","","BEVERLY","MA","01915","4241","9789691064","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510169362718","I","050370","108040","","","","","83990200","91110204","","","","","8132120100","8132190100","9211100204","","","","11020000","17010100","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","364","C002","","","","",""
"MR36071962","A9L0166350","533069","201509","","B2Q ASSOCIATES","","5","","OLD TOWN","RD","","","","BEVERLY","MA","01915","1475","9789693747","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510169248561","I","247530","","","","","","01720100","","","","","","1113320000","","","","","","10011000","","","","","","","20100921","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","052","C032","","","","",""
"MR35923441","A9T0077401","701609","201509","","QDOBA MEXICAN GRILL","QDOBA INC.","300","","MISHAWUM","RD","","","","WOBURN","MA","01801","6816","7819335402","P","","","","","QDOBA.COM","","","","","3","","ADMV","","","","","","1995","020","","","APPETIZERS|BAKED GOODS & DESSERTS|BOX LUNCHES|CHICKEN|CHIPS|COOKIES|ENTREES|GUACAMOLE|MEATS|NACHOS|SALADS|SIDE DISHES","ENSALADA|FINGER FOODS|HORS D'OEUVRES|INSALATA|MAIN COURSES|PASTRIES|POLLO|SNACKS|STARTERS","","","","CATERING|DINNER|LUNCH","LUNCHEON|SUPPER","","","","","","","MEXICAN","MEXICAN FOOD|MEXICAN RESTAURANT","","","CASUAL DINING|DINE IN|TAKE OUT","CARRY OUT|DINE OUT|EAT IN|PICK UP|SEATING|SIT DOWN|TAKE HOME|TO GO","","","","","","","","","ORDER BY FAX|ORDER BY PHONE","CALL IN ORDERS|FAX ORDERS|PHONE ORDERS|TELEPHONE ORDERS","","","","","","","","","FAMILY RESTAURANT|RESTAURANT","","2510167483613","S","195160","109230","195251","","","","58123100","58121100","","","","","7221103000","7221101000","7222110000","","","","16140100","16163500","","","","","","20100929","","","02879","14460","","","","","","","","","","","","","","","","SINGLEPAGE.COM/QDOBA-MEXICAN-GRILL-392/MENU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","991","C040","","","","",""
"MR35736184","A9T0077816","701632","201509","","M & S AUTO REPAIR","","921","","MAIN","ST","","","","WOBURN","MA","01801","","7819381275","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510181429230","S","024660","024980","","","","","75380000","","","","","","8111110200","","","","","","21021900","21023700","","","","","","20100929","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","","C065","","","","",""
